Open1,High1,Low1,Volume1,Open2,High2,Low2,Volume2,Open3,High3,Low3,Volume3,Date,target
316.68,319.52,316.2,27876220,318.66,320.89,315.87,25672210,315.77,319.23,315.35,20450750,2020-05-26,323.5
145.77,146.7,145.12,19082170,145.13,147.16,145.11,35421310,147.17,148.28,145.38,25674500,2017-06-27,145.01
107.4,107.72,106.45,32728460,107.27,108.85,107.2,32618140,109.0,109.0,107.95,13596680,2015-12-28,107.59
107.9,108.3,107.51,26645130,107.83,108.76,107.07,42250480,107.25,107.27,105.24,52955310,2016-09-09,104.64
118.08,118.13,114.92,66139770,115.4,116.54,113.99,67673450,116.93,119.3,116.06,85436210,2015-10-29,118.7
116.25,116.54,115.44,37080720,115.66,116.49,113.72,63712340,112.21,114.3,111.87,73991000,2015-09-21,113.67
212.99,213.65,211.6,21564750,213.19,214.44,210.75,22267820,209.43,212.05,201.0,46882840,2019-08-26,205.86
187.25,188.35,184.94,25649240,186.12,186.15,184.7,27185130,183.4,184.92,180.73,31632320,2018-06-26,182.99
113.65,114.23,113.2,26378910,113.46,113.77,110.53,43403760,111.4,112.35,111.23,28174980,2016-11-03,110.98
156.75,157.08,155.02,42357420,156.61,157.75,155.96,23907540,156.89,157.69,155.5,21888930,2017-10-24,156.29
154.01,155.09,153.91,16216800,153.63,153.86,152.46,20088940,154.18,155.44,154.05,21215870,2017-10-06,154.97
191.81,195.37,191.62,26220850,194.86,196.0,193.6,26932880,193.95,195.97,193.39,18253190,2019-06-13,194.7
262.74,267.37,261.23,42223820,268.7,270.07,264.7,40529120,268.31,273.7,265.83,32755730,2020-04-14,280.0
136.43,137.12,136.11,20769030,137.38,137.48,136.3,20762360,135.91,136.66,135.28,21754600,2017-02-27,137.14
364.0,372.38,362.27,53038870,365.0,368.79,358.52,48155850,360.7,365.0,357.57,34380630,2020-06-26,364.41
234.9,238.13,234.67,24413480,236.39,237.65,234.88,23040480,233.37,235.24,233.2,19286690,2019-10-17,235.09
106.62,107.44,106.29,24900130,105.8,106.5,105.5,24817940,105.66,106.57,105.64,31639010,2016-09-01,106.14
157.06,158.92,156.67,21827400,158.6,161.83,158.27,36127490,159.26,161.27,159.11,26060430,2017-08-10,159.9
96.4,96.5,94.55,31851180,93.98,96.38,93.32,36192150,96.05,96.76,95.25,27526040,2016-02-26,97.2
110.08,110.51,109.46,32361930,110.31,111.72,109.7,24129630,109.88,111.32,108.05,59118740,2016-11-10,111.09
145.01,146.16,143.62,24725210,144.49,146.11,143.16,22052920,144.71,145.13,142.28,31450520,2017-06-30,144.45
116.58,116.89,114.86,58279570,115.93,116.53,114.42,43218350,116.25,116.54,115.44,37080720,2015-09-17,115.66
174.94,176.6,172.1,23623970,174.24,174.95,170.26,44662320,171.51,174.77,170.88,41156140,2018-11-28,176.73
153.87,154.88,153.45,38907940,153.63,153.94,152.11,25779060,152.45,154.07,152.31,27236290,2017-05-12,154.7
144.22,145.46,143.81,27649500,144.29,144.52,143.45,21131040,143.73,144.18,143.27,16658660,2017-04-10,143.6
105.25,107.29,105.21,32345430,106.48,107.07,105.9,25686350,105.47,106.25,104.89,25568350,2016-03-28,106.0
174.16,175.87,173.95,21846400,173.71,175.3,173.17,16991610,173.21,175.0,172.73,27817640,2019-02-28,174.32
197.77,200.99,197.35,26067510,200.29,201.57,199.57,20899720,198.68,199.5,197.05,31110640,2019-07-01,203.17
139.41,140.75,139.03,25676720,140.72,141.02,140.26,19173780,141.0,141.0,139.89,43700570,2017-03-20,140.4
116.86,117.38,116.33,24100150,116.81,116.91,116.28,22527690,117.1,117.74,117.0,23492650,2016-10-25,117.95
111.13,111.87,110.95,11475920,111.43,112.47,111.39,27054320,110.78,112.03,110.07,28507780,2016-11-30,111.6
141.41,142.04,141.11,14676420,141.88,142.0,140.45,17302160,141.22,142.92,141.16,23294040,2017-04-21,142.44
121.5,122.57,117.52,69639900,117.42,117.7,113.25,123601900,112.95,117.44,112.1,99202400,2015-08-06,115.97
261.07,263.31,260.68,16810390,263.79,265.89,262.73,18661340,267.48,271.0,267.3,26547490,2019-12-09,270.0
177.81,178.82,176.88,20544600,174.95,175.39,172.66,34693280,170.6,171.22,165.43,65270950,2018-04-23,166.84
286.53,297.88,286.5,49678430,281.1,286.0,272.96,80151380,257.26,278.41,256.37,106721200,2020-03-02,282.28
109.81,110.35,108.83,27623150,109.72,110.54,109.66,28310840,110.12,111.99,110.01,29164190,2016-11-22,111.95
224.94,225.0,219.84,49118510,223.52,228.35,222.57,41411350,225.75,226.84,222.52,31801970,2018-09-17,222.15
113.06,114.31,112.63,29707270,113.4,113.66,112.69,21400410,113.7,114.34,113.13,28508710,2016-10-07,114.31
222.6,224.23,214.54,39992120,217.71,221.38,216.75,29027340,215.9,220.19,212.67,47191700,2018-10-29,219.19
143.5,143.95,143.18,17117710,143.91,144.9,143.87,18325720,144.47,144.6,143.38,19998050,2017-04-27,143.92
102.24,102.28,101.5,27368840,101.91,102.91,101.78,25058280,103.96,105.18,103.85,40026250,2016-03-16,104.61
365.12,367.36,363.91,27684310,367.85,370.47,363.64,28510370,370.0,375.78,369.87,29663910,2020-07-07,375.41
98.41,98.65,95.5,52960810,95.1,98.19,93.42,72274300,97.06,97.88,94.94,52099200,2016-01-22,98.63
318.58,319.99,317.31,25458120,317.92,319.56,315.65,26117990,320.25,323.33,317.52,36634380,2020-01-27,310.06
201.41,203.13,201.36,16935220,203.28,204.44,202.69,11362050,203.35,205.08,202.9,17265520,2019-07-08,200.81
116.93,119.3,116.06,85436210,118.7,120.69,118.27,51106100,120.99,121.22,119.45,49305220,2015-11-02,119.87
196.45,197.1,195.93,18473070,196.42,200.23,196.34,25829880,200.32,202.85,199.23,35738280,2019-04-10,198.68
109.72,110.54,109.66,28310840,110.12,111.99,110.01,29164190,111.95,112.42,111.4,25931710,2016-11-23,111.36
127.98,129.39,127.78,33671250,128.31,129.19,128.16,24460160,129.13,130.5,128.9,26784530,2017-02-07,130.54
119.55,120.1,119.5,23191150,120.42,122.1,120.28,32417410,121.67,122.44,121.6,26320740,2017-01-27,122.14
120.0,120.5,119.71,23687350,119.4,120.09,119.37,25554290,120.45,120.45,119.73,29922650,2017-01-23,120.0
107.59,107.69,106.18,26639930,106.96,109.43,106.86,30912260,108.58,108.7,107.18,25184090,2015-12-31,107.01
143.98,145.72,142.0,91106840,144.53,148.55,143.8,57423650,148.7,148.83,145.9,54571440,2019-01-08,149.56
209.88,215.31,209.23,64827330,209.84,212.65,208.13,31996320,210.89,211.84,210.23,20892380,2019-05-06,204.29
97.99,101.89,97.55,23265200,99.25,99.87,98.96,22378380,99.02,99.56,98.68,20839950,2016-06-09,98.5
218.55,221.5,217.14,22481010,220.0,220.94,218.83,19088310,220.54,220.96,217.28,25361290,2019-09-30,220.9
114.58,116.25,114.5,38610120,116.53,119.99,116.53,54851010,117.81,118.18,113.33,96820670,2015-08-12,112.53
186.27,191.75,186.02,26544720,189.91,192.47,188.84,33031360,186.93,190.9,186.76,32879090,2019-05-20,183.52
214.1,216.36,213.84,18965930,214.65,217.05,214.6,18505780,216.6,216.9,215.11,18457720,2018-08-27,217.15
94.6,95.66,94.37,30877540,95.7,96.5,95.62,24460850,96.49,96.89,96.05,28877500,2016-07-11,96.75
92.91,94.66,92.65,75219710,93.0,93.05,91.5,45595680,92.9,93.66,92.14,40387960,2016-06-29,93.97
190.5,194.97,189.46,36191330,190.0,190.7,184.99,41626820,178.37,181.47,175.51,67678680,2018-11-21,179.73
112.23,113.24,110.02,83825220,112.17,113.31,111.54,53075960,112.03,114.53,112.0,56111590,2015-09-01,110.15
178.92,180.59,177.91,27948160,176.42,179.35,176.0,28481170,177.95,179.23,176.67,21218410,2019-05-31,176.23
175.48,177.12,175.07,24518850,177.96,180.0,177.39,32130360,180.29,182.39,180.21,32191070,2018-03-13,182.59
145.5,148.49,145.44,25080500,147.97,149.33,147.33,20117070,148.82,150.9,148.57,23765710,2017-07-18,149.2
197.99,198.65,192.58,52392970,196.31,198.07,194.04,35824790,195.41,199.56,193.82,33364400,2019-08-08,200.2
202.45,204.0,202.2,17595210,204.09,205.87,204.0,16947420,204.59,206.11,203.5,16866820,2019-07-17,204.05
115.19,115.39,112.85,46810020,112.18,112.68,109.79,64678220,111.94,112.8,110.35,53168580,2015-12-16,111.07
117.95,119.43,117.94,33420290,118.77,119.38,118.3,24432660,118.74,119.93,118.6,27453130,2017-01-12,118.9
172.5,173.54,172.0,23402510,172.4,173.13,171.65,20442740,173.63,174.17,172.46,40122100,2017-12-18,174.88
172.63,172.92,167.16,41459120,170.43,172.14,168.44,41484540,169.95,171.67,168.5,39735110,2017-12-04,172.48
172.53,174.55,171.96,29461040,172.54,173.47,172.08,22342650,173.44,175.37,173.05,23589930,2018-01-08,174.35
172.83,174.12,171.01,37378070,171.8,173.95,171.71,30953760,173.67,175.65,173.54,33772050,2018-02-26,176.35
159.29,163.6,158.7,44387770,163.89,168.07,163.72,44651420,167.9,169.65,166.94,35779520,2017-11-01,169.87
101.91,102.91,101.78,25058280,103.96,105.18,103.85,40026250,104.61,106.31,104.59,38236730,2016-03-17,105.52
178.65,179.12,177.62,38313330,177.32,177.47,173.66,32931110,175.24,176.8,174.94,19620520,2018-03-21,175.04
96.62,96.65,95.3,60793260,96.0,96.57,95.03,34355970,94.94,96.35,94.68,35407050,2016-06-22,96.25
214.52,219.5,212.32,52902320,220.42,222.88,216.84,39494770,221.16,221.83,217.27,30280450,2018-10-16,218.93
191.51,191.98,186.6,43751810,191.66,192.88,184.58,49696100,188.75,189.76,186.55,29771210,2019-03-28,188.95
317.75,322.35,317.21,20254650,320.75,323.44,318.93,21910700,324.66,326.2,322.3,26122800,2020-06-04,324.39
117.88,118.17,117.13,35626020,117.33,117.84,116.78,23583810,118.18,118.21,117.45,24308210,2016-10-19,117.25
324.66,326.2,322.3,26122800,324.39,325.62,320.78,21890090,323.35,331.75,323.23,34312550,2020-06-08,330.25
96.0,96.76,95.8,35290570,96.31,96.9,95.92,34240470,96.4,96.5,94.55,31851180,2016-02-24,93.98
171.0,171.85,170.48,16412270,170.52,170.59,169.22,25938760,170.16,172.3,169.26,25400540,2018-01-03,172.53
99.93,100.88,98.07,71937310,96.04,96.63,93.34,133059000,93.79,94.52,92.39,55622370,2016-01-29,94.79
100.56,102.37,99.87,68384270,98.68,100.13,96.43,80742460,98.55,99.11,96.76,70722000,2016-01-11,98.97
145.1,147.2,144.96,33498270,147.54,148.09,146.84,44182930,145.59,147.49,144.27,45579740,2017-05-04,146.52
112.73,112.75,111.44,30386830,110.82,112.45,110.68,32970790,111.29,111.52,109.56,44434220,2015-10-15,110.93
266.94,267.16,262.5,26334880,265.58,267.98,265.31,16386120,266.6,268.0,265.9,11654360,2019-12-02,267.27
170.16,172.3,169.26,25400540,172.53,174.55,171.96,29461040,172.54,173.47,172.08,22342650,2018-01-05,173.44
170.43,172.14,168.44,41484540,169.95,171.67,168.5,39735110,172.48,172.62,169.63,32512580,2017-12-05,169.06
208.46,208.91,207.29,18355210,207.67,209.15,207.17,14991570,208.89,209.24,206.73,13909560,2019-07-26,207.48
184.85,187.33,183.74,39017490,185.8,188.39,185.79,26148590,188.35,188.99,185.92,31440300,2019-03-20,186.23
106.48,107.07,105.9,25686350,105.47,106.25,104.89,25568350,106.0,106.19,105.06,19354440,2016-03-29,104.89
210.88,213.35,210.32,26919530,212.99,213.65,211.6,21564750,213.19,214.44,210.75,22267820,2019-08-23,209.43
140.0,140.28,138.76,26170690,138.78,139.83,138.59,21555370,139.37,139.77,138.6,21229890,2017-03-07,139.06
117.99,119.41,117.75,38063130,118.75,118.81,116.86,34806250,117.05,118.11,116.08,33316990,2015-12-03,116.55
217.79,221.85,217.12,31495630,218.5,219.62,215.3,26869880,220.24,222.28,219.15,26388050,2018-09-21,220.78
191.09,194.46,191.05,22727370,193.25,196.5,193.15,23243160,194.79,196.37,193.14,19090050,2019-04-05,196.45
111.4,112.35,111.23,28174980,110.98,111.46,109.55,26538700,108.53,110.25,108.11,30790930,2016-11-07,110.08
108.91,109.52,105.81,96197190,107.28,107.37,105.57,47507230,107.4,107.72,106.45,32728460,2015-12-23,107.27
170.0,172.68,168.6,41335980,168.39,169.92,164.94,40984540,168.07,173.1,166.44,36778560,2018-03-27,173.68
95.87,97.19,95.67,37977020,97.22,98.09,96.84,35074380,98.67,99.74,98.11,38258300,2016-05-26,99.68
121.67,122.44,121.6,26320740,122.14,122.35,121.6,20495340,120.93,121.63,120.66,30327110,2017-01-31,121.15
304.3,313.49,302.22,43496400,315.31,319.64,313.63,34154130,323.52,324.76,318.95,29706720,2020-02-06,322.57
113.69,114.64,113.43,29608390,113.16,113.8,111.8,35850010,112.46,113.37,111.8,36340670,2016-10-03,112.71
258.69,260.44,256.85,17520500,258.3,262.47,258.28,20507460,261.55,262.79,260.92,21847230,2019-11-13,261.13
303.67,304.0,285.8,79868850,296.44,303.4,293.13,54794570,295.52,299.55,291.41,46893220,2020-03-06,282.0
159.9,160.0,154.63,39636190,156.6,158.57,156.07,26208970,159.32,160.21,158.75,22074760,2017-08-15,160.66
185.23,187.28,184.03,24987260,184.1,186.21,183.8,17352380,186.29,187.19,182.91,22551660,2018-07-02,183.82
92.9,93.66,92.14,40387960,93.97,94.55,93.63,36505420,94.44,95.77,94.3,35783320,2016-07-01,95.49
167.25,170.02,165.19,41464880,167.81,171.75,166.9,38116290,167.88,168.94,164.47,37425640,2018-04-03,167.64
149.89,150.23,149.19,17192770,149.9,150.33,148.13,19690420,149.1,150.22,148.41,33669020,2017-08-02,159.28
218.06,221.26,217.43,32874330,219.79,223.36,218.94,28751540,215.83,223.25,214.7,38681170,2018-10-24,222.6
315.77,319.23,315.35,20450750,323.5,324.24,316.5,31380450,316.14,318.71,313.09,28236270,2020-05-28,316.77
121.15,121.39,120.62,47767760,127.03,130.49,127.01,111837300,127.98,129.39,127.78,33671250,2017-02-03,128.31
177.3,179.44,176.82,32395870,177.25,177.3,173.2,51368540,174.51,174.95,170.53,41438280,2018-01-26,172.0
115.29,119.25,115.11,57717870,118.98,119.86,117.81,32063100,117.52,118.6,116.86,34275420,2015-12-09,117.64
191.64,191.68,188.38,27308200,191.09,194.46,191.05,22727370,193.25,196.5,193.15,23243160,2019-04-04,194.79
266.6,268.0,265.9,11654360,267.27,268.25,263.45,23693550,258.31,259.53,256.29,29377270,2019-12-04,261.07
172.4,173.94,170.34,31644240,168.99,170.66,168.42,23793830,171.05,171.21,169.25,20940020,2019-02-12,170.1
113.67,115.37,113.66,46594220,113.38,114.18,112.52,50278030,113.63,114.72,113.3,35678360,2015-09-24,113.25
175.05,175.08,173.34,20591090,174.3,174.87,171.86,26387240,172.63,172.92,167.16,41459120,2017-11-30,170.43
110.37,110.94,109.03,37034520,109.17,110.09,108.85,26481320,110.0,110.03,108.25,34113880,2016-12-06,109.5
263.75,278.09,263.0,71686210,277.14,286.44,269.37,71322520,277.39,281.22,271.86,64094970,2020-03-12,255.94
146.76,148.98,146.76,27254850,149.03,153.7,149.03,48670440,153.87,154.88,153.45,38907940,2017-05-10,153.63
116.53,119.99,116.53,54851010,117.81,118.18,113.33,96820670,112.53,115.42,109.63,101593400,2015-08-13,116.04
116.65,117.2,115.43,30555900,115.8,116.33,114.76,28769220,115.85,116.51,115.75,21081620,2017-01-05,115.92
159.65,160.56,159.27,25184600,160.14,162.0,159.93,25649890,160.1,163.12,160.0,29451050,2017-08-30,163.8
94.64,94.64,93.57,30417880,94.64,95.43,94.52,31834020,95.87,97.19,95.67,37977020,2016-05-24,97.22
169.87,169.94,165.61,33482970,167.64,168.5,165.28,39668100,174.0,174.26,171.12,59332210,2017-11-06,172.37
191.08,191.84,190.9,12506830,191.52,192.65,190.42,15009800,189.75,191.87,189.2,15515000,2018-07-18,191.78
220.0,220.94,218.83,19088310,220.54,220.96,217.28,25361290,220.9,224.58,220.79,26318580,2019-10-01,225.07
224.79,225.84,224.02,22560440,227.95,229.42,226.35,23171020,227.25,230.0,226.63,24435010,2018-10-03,230.05
137.89,140.15,137.6,36362440,140.0,140.28,138.76,26170690,138.78,139.83,138.59,21555370,2017-03-06,139.37
93.97,94.08,92.4,47844490,94.2,95.74,93.68,56770080,95.2,95.9,93.82,40984160,2016-05-05,94.0
204.05,205.09,203.27,14107450,204.0,205.88,203.7,18582160,205.79,206.5,202.36,20929310,2019-07-22,203.65
144.49,146.11,143.16,22052920,144.71,145.13,142.28,31450520,144.45,144.96,143.78,22986960,2017-07-03,144.88
153.35,153.93,153.06,15649120,153.75,153.99,147.3,32429770,149.89,150.23,149.19,17192770,2017-07-31,149.9
166.84,166.92,164.09,36396590,165.67,166.33,161.22,33674960,162.62,165.42,162.41,28331540,2018-04-26,164.12
178.5,180.24,178.07,22676520,178.65,179.12,177.62,38313330,177.32,177.47,173.66,32931110,2018-03-20,175.24
115.8,116.33,114.76,28769220,115.85,116.51,115.75,21081620,115.92,116.86,115.81,22115100,2017-01-06,116.78
110.42,112.19,110.27,37322930,109.51,110.73,109.42,26560420,110.23,110.98,109.2,26178840,2016-04-07,109.95
133.47,135.09,133.25,33054500,135.52,136.27,134.62,35578640,135.67,135.9,134.84,22539860,2017-02-17,135.1
164.0,164.33,160.63,35617230,162.13,167.26,161.84,41976500,166.41,169.2,165.27,52228910,2018-05-02,175.23
204.3,204.39,198.17,66072170,201.92,204.72,201.69,31774720,205.97,210.06,204.13,33291640,2018-11-08,209.98
131.65,132.45,131.12,28321440,132.46,132.94,132.05,20046250,133.08,133.82,132.75,22989980,2017-02-14,133.47
220.15,223.49,219.41,27074260,223.25,228.26,222.4,48696960,226.51,228.87,226.0,43177540,2018-09-04,228.41
193.95,195.97,193.39,18253190,194.7,196.79,193.6,21674630,191.55,193.59,190.3,18761470,2019-06-17,192.9
143.73,144.18,143.27,16658660,143.6,143.88,142.9,18904680,142.94,143.35,140.06,30341520,2017-04-12,141.6
96.2,97.71,95.36,79356010,98.41,98.65,95.5,52960810,95.1,98.19,93.42,72274300,2016-01-21,97.06
186.12,186.15,184.7,27185130,183.4,184.92,180.73,31632320,182.99,186.53,182.54,24378480,2018-06-27,185.23
104.61,106.31,104.59,38236730,105.52,106.47,104.96,34394830,106.34,106.5,105.19,43607120,2016-03-21,105.93
172.58,174.23,172.08,26750260,170.97,172.48,168.2,34949690,169.88,173.09,169.85,28976200,2018-04-10,173.0
142.11,142.8,139.73,39461130,139.85,141.6,139.76,25804820,141.26,141.58,140.61,20299310,2017-03-24,141.5
199.0,199.85,193.79,50991030,191.63,197.18,191.45,46725710,193.9,194.48,185.93,60547340,2018-11-15,188.39
324.39,325.62,320.78,21890090,323.35,331.75,323.23,34312550,330.25,333.6,327.32,23913630,2020-06-09,332.14
234.59,237.58,234.29,24377170,237.52,240.99,237.32,22367480,241.16,242.2,239.62,22684000,2019-10-23,242.1
186.78,187.07,185.1,23639070,186.07,188.46,186.0,19046600,188.0,188.91,186.36,17014490,2018-05-18,187.19
196.42,200.23,196.34,25829880,200.32,202.85,199.23,35738280,198.68,200.74,198.18,21654750,2019-04-11,200.85
119.27,119.73,117.34,32445680,117.33,119.35,117.12,42747950,119.21,119.23,117.92,21341960,2015-11-27,118.29
149.56,151.82,148.52,40622910,151.29,154.53,149.63,45034370,152.5,153.97,150.86,35661200,2019-01-11,152.88
177.9,179.39,176.14,29512410,176.15,179.25,175.07,34260230,179.37,180.1,178.25,31087330,2018-01-19,178.61
192.42,192.88,190.44,21480120,191.55,191.57,190.22,21584720,190.03,190.16,188.26,61438290,2018-06-18,187.88
144.45,144.96,143.78,22986960,144.88,145.3,143.1,14277850,143.69,144.79,142.72,21550270,2017-07-06,143.02
114.33,115.5,114.1,41430660,116.7,119.23,116.33,59251740,118.08,118.13,114.92,66139770,2015-10-27,115.4
116.26,116.82,115.65,32461350,115.2,115.57,112.27,45555300,111.38,114.24,111.0,37979570,2015-11-17,114.92
171.39,172.48,169.92,22389660,169.71,171.26,169.38,21785180,171.25,171.7,169.75,24603320,2019-02-19,169.71
170.97,172.48,168.2,34949690,169.88,173.09,169.85,28976200,173.0,174.0,171.53,28567110,2018-04-11,172.23
167.41,171.66,167.28,31384720,172.86,175.08,172.35,36054570,174.65,175.57,172.85,28204640,2019-02-07,172.4
123.85,124.06,119.22,78291510,121.94,123.85,121.21,61292800,125.03,125.76,124.32,41365600,2015-07-14,126.04
149.99,151.83,149.16,44366140,151.78,153.92,151.69,35907770,153.8,154.72,153.54,25402270,2017-09-28,153.89
168.07,173.1,166.44,36778560,173.68,175.15,166.92,39824200,167.25,170.02,165.19,41464880,2018-03-29,167.81
122.14,122.35,121.6,20495340,120.93,121.63,120.66,30327110,121.15,121.39,120.62,47767760,2017-02-01,127.03
153.42,154.43,153.33,20118620,153.97,154.17,152.38,24452750,153.17,153.33,152.22,16383610,2017-06-02,153.58
258.31,259.53,256.29,29377270,261.07,263.31,260.68,16810390,263.79,265.89,262.73,18661340,2019-12-06,267.48
149.9,150.33,148.13,19690420,149.1,150.22,148.41,33669020,159.28,159.75,156.16,69726440,2017-08-03,157.05
117.64,117.69,115.08,46301930,116.04,116.94,115.51,29158640,115.19,115.39,112.85,46810020,2015-12-14,112.18
110.12,111.99,110.01,29164190,111.95,112.42,111.4,25931710,111.36,111.51,110.33,27420550,2016-11-25,111.13
219.96,220.82,219.12,18386470,221.06,222.85,219.44,25643090,222.01,223.76,220.37,22187880,2019-09-20,221.38
204.43,207.75,203.9,23286380,207.36,208.48,207.05,17427570,206.83,207.76,205.12,18463850,2019-04-26,204.9
99.68,100.73,98.64,56293490,99.44,100.47,99.25,36299460,99.6,100.4,98.82,42268040,2016-06-01,99.02
203.06,203.4,199.11,45751160,209.88,215.31,209.23,64827330,209.84,212.65,208.13,31996320,2019-05-03,210.89
117.1,117.74,117.0,23492650,117.95,118.36,117.31,46820600,114.31,115.7,113.31,66028640,2016-10-27,115.39
117.05,118.11,116.08,33316990,116.55,116.79,114.22,41511380,115.29,119.25,115.11,57717870,2015-12-07,118.98
205.86,207.19,205.06,26066130,207.86,208.55,203.53,25897340,204.1,205.72,203.32,15957630,2019-08-29,208.5
174.17,176.02,174.1,20848660,174.68,175.42,174.5,16339690,170.8,171.47,169.68,33113340,2017-12-27,170.1
154.0,154.24,153.31,21895020,153.42,154.43,153.33,20118620,153.97,154.17,152.38,24452750,2017-06-01,153.17
92.72,92.78,89.47,76183460,90.0,91.67,90.0,44223040,92.39,94.39,91.65,61192340,2016-05-17,94.55
162.13,167.26,161.84,41976500,166.41,169.2,165.27,52228910,175.23,177.75,173.8,66454720,2018-05-03,175.88
97.06,97.88,94.94,52099200,98.63,101.46,98.37,65648660,101.52,101.53,99.21,51529980,2016-01-26,99.93
93.97,94.55,93.63,36505420,94.44,95.77,94.3,35783320,95.49,96.47,95.33,25982080,2016-07-05,95.39
330.25,333.6,327.32,23913630,332.14,345.61,332.01,36928090,347.9,354.77,346.09,41662940,2020-06-11,349.31
198.43,199.26,195.29,21070330,197.77,200.99,197.35,26067510,200.29,201.57,199.57,20899720,2019-06-28,198.68
289.46,292.69,285.22,36059610,289.93,293.68,289.52,25247630,296.24,300.6,295.19,33911860,2020-01-03,297.15
204.4,205.97,203.86,22010360,203.06,203.4,199.11,45751160,209.88,215.31,209.23,64827330,2019-05-02,209.84
213.86,216.78,211.71,31777930,218.07,223.71,217.73,44289650,224.8,226.42,222.86,32226670,2019-09-13,220.0
186.23,189.49,184.73,31003380,190.02,196.33,189.81,50943120,195.34,197.69,190.78,42287640,2019-03-25,191.51
171.8,172.37,170.3,17154540,171.58,173.0,171.38,18890250,174.16,175.87,173.95,21846400,2019-02-26,173.71
116.47,116.5,115.65,44284660,115.8,117.38,115.75,27756760,116.74,117.5,116.68,21337310,2016-12-21,116.8
95.49,96.47,95.33,25982080,95.39,95.4,94.46,27553750,94.6,95.66,94.37,30877540,2016-07-07,95.7
191.35,191.97,190.21,18069930,191.39,192.61,191.15,16859020,192.42,192.88,190.44,21480120,2018-06-14,191.55
114.32,116.31,114.01,42876370,116.04,117.65,115.5,40827260,116.43,117.44,116.01,34525630,2015-08-19,116.1
247.18,251.83,228.0,100423300,228.08,228.5,212.61,84188210,236.36,247.69,234.3,71882770,2020-03-25,250.75
139.37,139.77,138.6,21229890,139.06,139.98,138.79,17439210,138.95,139.8,138.82,18695500,2017-03-09,138.74
209.98,210.12,206.75,25289270,205.55,206.01,202.25,34317760,199.0,199.85,193.79,50991030,2018-11-13,191.63
175.04,175.09,171.26,36387880,170.0,172.68,168.6,41335980,168.39,169.92,164.94,40984540,2018-03-26,168.07
353.25,362.17,351.28,32661520,360.08,365.98,360.0,35055820,365.12,367.36,363.91,27684310,2020-07-02,367.85
126.04,126.37,125.04,31695870,125.72,127.15,125.58,33559770,127.74,128.57,127.35,35987630,2015-07-17,129.08
95.1,98.19,93.42,72274300,97.06,97.88,94.94,52099200,98.63,101.46,98.37,65648660,2016-01-25,101.52
109.17,110.09,108.85,26481320,110.0,110.03,108.25,34113880,109.5,110.36,109.19,26160560,2016-12-07,109.26
107.7,108.0,106.82,26393770,107.9,108.3,107.51,26645130,107.83,108.76,107.07,42250480,2016-09-08,107.25
176.49,178.94,176.41,26575010,177.81,178.82,176.88,20544600,174.95,175.39,172.66,34693280,2018-04-20,170.6
249.54,255.93,249.16,37781330,257.33,257.85,255.38,25817950,257.05,258.19,256.32,19974430,2019-11-06,256.77
225.64,227.49,223.89,34755550,226.27,229.93,225.84,30889270,225.82,228.06,224.33,29282700,2019-10-09,227.03
281.8,284.54,279.95,29271890,285.08,285.83,278.2,28001190,284.73,289.67,283.89,34320200,2020-04-30,289.96
216.88,220.45,216.62,38016810,219.05,222.36,216.81,52954070,209.55,213.65,205.43,91046560,2018-11-05,204.3
188.35,188.99,185.92,31440300,186.23,189.49,184.73,31003380,190.02,196.33,189.81,50943120,2019-03-22,195.34
97.79,98.27,97.45,28487570,97.99,101.89,97.55,23265200,99.25,99.87,98.96,22378380,2016-06-08,99.02
172.0,172.0,170.06,39075250,170.16,170.16,167.07,50565420,165.53,167.37,164.7,45635470,2018-01-31,166.87
99.6,100.4,98.82,42268040,99.02,99.54,98.33,29139100,97.6,97.84,96.63,40170200,2016-06-03,97.79
99.02,99.54,98.33,29139100,97.6,97.84,96.63,40170200,97.79,98.27,97.45,28487570,2016-06-06,97.99
116.35,116.51,115.64,26043820,115.59,116.52,115.59,14244050,116.52,117.8,116.49,18131970,2016-12-28,117.52
213.9,218.03,206.74,54017920,205.53,206.43,201.63,40862120,197.99,198.65,192.58,52392970,2019-08-06,196.31
109.88,111.32,108.05,59118740,111.09,111.09,105.83,57097740,107.12,108.87,106.55,34117030,2016-11-14,107.71
138.95,139.8,138.82,18695500,138.74,138.79,137.05,22117750,139.25,139.36,138.64,19578920,2017-03-13,138.85
236.39,237.65,234.88,23040480,233.37,235.24,233.2,19286690,235.09,236.15,233.52,17272900,2019-10-18,234.59
174.3,174.87,171.86,26387240,172.63,172.92,167.16,41459120,170.43,172.14,168.44,41484540,2017-12-01,169.95
297.15,300.58,296.5,36633880,293.79,299.96,292.75,29644640,299.84,300.9,297.48,27877660,2020-01-08,297.16
104.27,104.35,102.75,92143920,102.83,104.45,102.82,38771840,104.19,104.55,103.68,27697970,2016-08-01,104.41
143.92,144.16,143.31,14198660,144.09,144.3,143.27,20783460,145.1,147.2,144.96,33498270,2017-05-02,147.54
111.74,111.77,109.41,46717770,110.19,110.19,108.21,61747260,110.0,112.28,109.49,52720620,2015-10-12,112.73
237.52,240.99,237.32,22367480,241.16,242.2,239.62,22684000,242.1,243.24,241.22,19932550,2019-10-24,244.51
112.31,114.7,112.31,34324350,113.29,115.0,112.49,26176690,113.84,115.92,113.75,43293350,2016-12-14,115.04
